pe_id,throughput,data_size,epoch_size
4,573653.48,2048,1024
5,573653.49,2048,1024
6,573653.48,2048,1024
7,573653.48,2048,1024
8,573653.48,2048,1024
9,573653.48,2048,1024
10,573653.48,2048,1024
11,573653.49,2048,1024
12,573653.48,2048,1024
13,573653.48,2048,1024
14,573653.48,2048,1024
15,573653.48,2048,1024
0,277726.97,4096,1024
1,277728.98,4096,1024
2,277728.98,4096,1024
3,277728.98,4096,1024
4,277728.98,4096,1024
5,277728.98,4096,1024
6,277728.98,4096,1024
7,277728.98,4096,1024
8,277728.98,4096,1024
9,277728.98,4096,1024
10,277728.98,4096,1024
11,277728.98,4096,1024
12,277728.98,4096,1024
13,277728.98,4096,1024
14,277728.98,4096,1024
15,277728.98,4096,1024
0,145741.47,1,1
1,145741.41,1,1
2,145741.41,1,1
3,145741.42,1,1
4,145741.42,1,1
5,145741.42,1,1
6,145741.40,1,1
7,145741.44,1,1
8,145741.46,1,1
9,145741.45,1,1
10,145741.46,1,1
11,145741.45,1,1
12,145741.43,1,1
13,145741.45,1,1
14,145741.42,1,1
15,145741.46,1,1
16,145741.46,1,1
17,145741.45,1,1
18,145741.45,1,1
19,145741.45,1,1
20,145741.45,1,1
21,145741.45,1,1
22,145741.45,1,1
23,145741.46,1,1
24,145741.45,1,1
25,145741.46,1,1
26,145741.46,1,1
27,145741.45,1,1
28,145741.45,1,1
29,145741.46,1,1
30,145741.45,1,1
31,145741.44,1,1
0,147679.33,2,1
1,147679.50,2,1
2,147679.53,2,1
3,147679.52,2,1
4,147679.54,2,1
5,147679.55,2,1
6,147679.56,2,1
7,147679.56,2,1
8,147679.55,2,1
9,147679.56,2,1
10,147679.53,2,1
11,147679.51,2,1
12,147679.49,2,1
13,147679.50,2,1
14,147679.51,2,1
15,147679.50,2,1
16,147679.49,2,1
17,147679.45,2,1
18,147679.45,2,1
19,147679.43,2,1
20,147679.44,2,1
21,147679.40,2,1
22,147679.35,2,1
23,147679.40,2,1
24,147679.39,2,1
25,147679.36,2,1
26,147679.36,2,1
27,147679.34,2,1
28,147679.33,2,1
29,147679.31,2,1
30,147679.29,2,1
31,147679.30,2,1
0,143739.79,4,1
1,143740.05,4,1
2,143740.04,4,1
3,143740.03,4,1
4,143740.04,4,1
5,143740.05,4,1
6,143740.03,4,1
7,143740.03,4,1
8,143740.01,4,1
9,143740.00,4,1
10,143739.99,4,1
11,143739.98,4,1
12,143739.98,4,1
13,143739.96,4,1
14,143739.96,4,1
15,143739.94,4,1
16,143739.94,4,1
17,143739.91,4,1
18,143739.91,4,1
19,143739.89,4,1
20,143739.89,4,1
21,143739.89,4,1
22,143739.88,4,1
23,143739.86,4,1
24,143739.84,4,1
25,143739.83,4,1
26,143739.82,4,1
27,143739.82,4,1
28,143739.81,4,1
29,143739.79,4,1
30,143739.80,4,1
31,143739.78,4,1
0,145794.52,8,1
1,145794.47,8,1
2,145794.47,8,1
3,145794.48,8,1
4,145794.49,8,1
5,145794.49,8,1
6,145794.48,8,1
7,145794.47,8,1
8,145794.49,8,1
9,145794.48,8,1
10,145794.49,8,1
11,145794.48,8,1
12,145794.48,8,1
13,145794.49,8,1
14,145794.47,8,1
15,145794.48,8,1
16,145794.48,8,1
17,145794.49,8,1
18,145794.50,8,1
19,145794.46,8,1
20,145794.48,8,1
21,145794.49,8,1
22,145794.47,8,1
23,145794.48,8,1
24,145794.48,8,1
25,145794.49,8,1
26,145794.48,8,1
27,145794.47,8,1
28,145794.47,8,1
29,145794.47,8,1
30,145794.47,8,1
31,145794.50,8,1
0,142186.78,16,1
1,142186.52,16,1
2,142186.54,16,1
3,142186.54,16,1
4,142186.54,16,1
5,142186.54,16,1
6,142186.54,16,1
7,142186.54,16,1
8,142186.55,16,1
9,142186.55,16,1
10,142186.54,16,1
11,142186.55,16,1
12,142186.56,16,1
13,142186.58,16,1
14,142186.59,16,1
15,142186.61,16,1
16,142186.61,16,1
17,142186.62,16,1
18,142186.61,16,1
19,142186.63,16,1
20,142186.65,16,1
21,142186.67,16,1
22,142186.66,16,1
23,142186.68,16,1
24,142186.70,16,1
25,142186.72,16,1
26,142186.72,16,1
27,142186.72,16,1
28,142186.74,16,1
29,142186.74,16,1
30,142186.76,16,1
31,142186.77,16,1
0,143073.87,32,1
1,143073.94,32,1
2,143073.92,32,1
3,143073.91,32,1
4,143073.87,32,1
5,143073.90,32,1
6,143073.91,32,1
7,143073.89,32,1
8,143073.91,32,1
9,143073.91,32,1
10,143073.91,32,1
11,143073.91,32,1
12,143073.90,32,1
13,143073.90,32,1
14,143073.89,32,1
15,143073.91,32,1
16,143073.91,32,1
17,143073.91,32,1
18,143073.92,32,1
19,143073.90,32,1
20,143073.91,32,1
21,143073.93,32,1
22,143073.91,32,1
23,143073.91,32,1
24,143073.89,32,1
25,143073.91,32,1
26,143073.92,32,1
27,143073.91,32,1
28,143073.92,32,1
29,143073.91,32,1
30,143073.92,32,1
31,143073.92,32,1
0,143994.75,64,1
1,143995.09,64,1
2,143994.98,64,1
3,143995.08,64,1
4,143995.08,64,1
5,143995.09,64,1
6,143995.08,64,1
7,143995.04,64,1
8,143995.02,64,1
9,143995.04,64,1
10,143995.01,64,1
11,143995.02,64,1
12,143994.97,64,1
13,143995.00,64,1
14,143994.97,64,1
15,143994.94,64,1
16,143994.96,64,1
17,143994.95,64,1
18,143994.91,64,1
19,143994.92,64,1
20,143994.93,64,1
21,143994.91,64,1
22,143994.88,64,1
23,143994.88,64,1
24,143994.87,64,1
25,143994.87,64,1
26,143994.86,64,1
27,143994.84,64,1
28,143994.84,64,1
29,143994.81,64,1
30,143994.80,64,1
31,143994.79,64,1
0,144895.20,128,1
1,144894.94,128,1
2,144894.94,128,1
3,144894.93,128,1
4,144894.95,128,1
5,144894.97,128,1
6,144894.97,128,1
7,144894.98,128,1
8,144894.99,128,1
9,144894.99,128,1
10,144895.03,128,1
11,144895.03,128,1
12,144895.04,128,1
13,144895.05,128,1
14,144895.07,128,1
15,144895.08,128,1
16,144895.09,128,1
17,144895.09,128,1
18,144895.10,128,1
19,144895.12,128,1
20,144895.13,128,1
21,144895.15,128,1
22,144895.15,128,1
23,144895.17,128,1
24,144895.18,128,1
25,144895.19,128,1
26,144895.19,128,1
27,144895.20,128,1
28,144895.21,128,1
29,144895.22,128,1
30,144895.24,128,1
31,144895.26,128,1
0,132725.41,256,1
1,132725.44,256,1
2,132725.46,256,1
3,132725.44,256,1
4,132725.43,256,1
5,132725.47,256,1
6,132725.47,256,1
7,132725.48,256,1
8,132725.49,256,1
9,132725.49,256,1
10,132725.50,256,1
11,132725.50,256,1
12,132725.48,256,1
13,132725.47,256,1
14,132725.48,256,1
15,132725.49,256,1
16,132725.49,256,1
17,132725.48,256,1
18,132725.49,256,1
19,132725.49,256,1
20,132725.48,256,1
21,132725.48,256,1
22,132725.47,256,1
23,132725.48,256,1
24,132725.47,256,1
25,132725.47,256,1
26,132725.47,256,1
27,132725.49,256,1
28,132725.49,256,1
29,132725.49,256,1
30,132725.48,256,1
31,132725.48,256,1
0,128481.67,512,1
1,128481.91,512,1
2,128481.91,512,1
3,128481.90,512,1
4,128481.92,512,1
5,128481.94,512,1
6,128481.94,512,1
7,128481.94,512,1
8,128481.94,512,1
9,128481.95,512,1
10,128481.93,512,1
11,128481.92,512,1
12,128481.89,512,1
13,128481.88,512,1
14,128481.90,512,1
15,128481.87,512,1
16,128481.88,512,1
17,128481.87,512,1
18,128481.84,512,1
19,128481.86,512,1
20,128481.85,512,1
21,128481.82,512,1
22,128481.83,512,1
23,128481.82,512,1
24,128481.82,512,1
25,128481.81,512,1
26,128481.80,512,1
27,128481.79,512,1
28,128481.78,512,1
29,128481.76,512,1
30,128481.76,512,1
31,128481.76,512,1
0,125120.31,1024,1
1,125120.41,1024,1
2,125120.41,1024,1
3,125120.38,1024,1
4,125120.37,1024,1
5,125120.42,1024,1
6,125120.42,1024,1
7,125120.42,1024,1
8,125120.38,1024,1
9,125120.42,1024,1
10,125120.37,1024,1
11,125120.35,1024,1
12,125120.37,1024,1
13,125120.37,1024,1
14,125120.37,1024,1
15,125120.38,1024,1
16,125120.42,1024,1
17,125120.43,1024,1
18,125120.36,1024,1
19,125120.37,1024,1
20,125120.36,1024,1
21,125120.36,1024,1
22,125120.37,1024,1
23,125120.42,1024,1
24,125120.37,1024,1
25,125120.38,1024,1
26,125120.37,1024,1
27,125120.42,1024,1
28,125120.38,1024,1
29,125120.42,1024,1
30,125120.37,1024,1
31,125120.38,1024,1
0,102730.19,2048,1
1,102730.22,2048,1
2,102730.23,2048,1
3,102730.22,2048,1
4,102730.16,2048,1
5,102730.15,2048,1
6,102730.15,2048,1
7,102730.15,2048,1
8,102730.16,2048,1
9,102730.16,2048,1
10,102730.16,2048,1
11,102730.15,2048,1
12,102730.23,2048,1
13,102730.16,2048,1
14,102730.23,2048,1
15,102730.15,2048,1
16,102730.16,2048,1
17,102730.23,2048,1
18,102730.23,2048,1
19,102730.22,2048,1
20,102730.22,2048,1
21,102730.24,2048,1
22,102730.23,2048,1
23,102730.16,2048,1
24,102730.22,2048,1
25,102730.16,2048,1
26,102730.23,2048,1
27,102730.22,2048,1
28,102730.16,2048,1
29,102730.15,2048,1
30,102730.15,2048,1
31,102730.15,2048,1
0,81693.22,4096,1
1,81693.22,4096,1
2,81693.23,4096,1
3,81693.23,4096,1
4,81693.14,4096,1
5,81693.14,4096,1
6,81693.14,4096,1
7,81693.14,4096,1
8,81693.22,4096,1
9,81693.23,4096,1
10,81693.22,4096,1
11,81693.14,4096,1
12,81693.14,4096,1
13,81693.22,4096,1
14,81693.14,4096,1
15,81693.23,4096,1
16,81693.23,4096,1
17,81693.14,4096,1
18,81693.22,4096,1
19,81693.13,4096,1
20,81693.23,4096,1
21,81693.23,4096,1
22,81693.23,4096,1
23,81693.24,4096,1
24,81693.15,4096,1
25,81693.25,4096,1
26,81693.25,4096,1
27,81693.25,4096,1
28,81693.26,4096,1
29,81693.17,4096,1
30,81693.26,4096,1
31,81693.18,4096,1
0,51645.93,8192,1
1,51645.86,8192,1
2,51645.86,8192,1
3,51645.87,8192,1
4,51645.86,8192,1
5,51645.85,8192,1
6,51645.93,8192,1
7,51645.86,8192,1
8,51645.86,8192,1
9,51645.85,8192,1
10,51645.92,8192,1
11,51645.92,8192,1
12,51645.93,8192,1
13,51645.93,8192,1
14,51645.86,8192,1
15,51645.93,8192,1
16,51645.86,8192,1
17,51645.93,8192,1
18,51645.93,8192,1
19,51645.93,8192,1
20,51645.93,8192,1
21,51645.93,8192,1
22,51645.94,8192,1
23,51645.87,8192,1
24,51645.94,8192,1
25,51645.94,8192,1
26,51645.94,8192,1
27,51645.94,8192,1
28,51645.95,8192,1
29,51645.94,8192,1
30,51645.95,8192,1
31,51645.88,8192,1
0,286663.79,1,2
1,286663.34,1,2
2,286663.33,1,2
3,286663.37,1,2
4,286663.36,1,2
5,286663.36,1,2
6,286663.38,1,2
7,286663.42,1,2
8,286663.44,1,2
9,286663.51,1,2
10,286663.48,1,2
11,286663.54,1,2
12,286663.49,1,2
13,286663.52,1,2
14,286663.48,1,2
15,286663.46,1,2
16,286663.49,1,2
17,286663.50,1,2
18,286663.54,1,2
19,286663.54,1,2
20,286663.58,1,2
21,286663.63,1,2
22,286663.61,1,2
23,286663.63,1,2
24,286663.69,1,2
25,286663.67,1,2
26,286663.71,1,2
27,286663.74,1,2
28,286663.79,1,2
29,286663.78,1,2
30,286663.80,1,2
31,286663.81,1,2
0,283193.05,2,2
1,283193.21,2,2
2,283193.19,2,2
3,283193.20,2,2
4,283193.19,2,2
5,283193.16,2,2
6,283193.21,2,2
7,283193.18,2,2
8,283193.16,2,2
9,283193.13,2,2
10,283193.10,2,2
11,283193.10,2,2
12,283193.08,2,2
13,283193.04,2,2
14,283192.99,2,2
15,283193.02,2,2
16,283193.03,2,2
17,283193.02,2,2
18,283192.97,2,2
19,283193.01,2,2
20,283193.02,2,2
21,283193.03,2,2
22,283193.02,2,2
23,283193.02,2,2
24,283193.01,2,2
25,283192.96,2,2
26,283193.02,2,2
27,283193.03,2,2
28,283193.03,2,2
29,283192.98,2,2
30,283193.00,2,2
31,283193.03,2,2
0,287954.06,4,2
1,287953.59,4,2
2,287953.57,4,2
3,287953.53,4,2
4,287953.52,4,2
5,287953.52,4,2
6,287953.54,4,2
7,287953.52,4,2
8,287953.50,4,2
9,287953.55,4,2
10,287953.52,4,2
11,287953.64,4,2
12,287953.56,4,2
13,287953.60,4,2
14,287953.62,4,2
15,287953.64,4,2
16,287953.66,4,2
17,287953.68,4,2
18,287953.73,4,2
19,287953.71,4,2
20,287953.74,4,2
21,287953.76,4,2
22,287953.82,4,2
23,287953.83,4,2
24,287953.86,4,2
25,287953.86,4,2
26,287953.89,4,2
27,287953.92,4,2
28,287953.95,4,2
29,287953.97,4,2
30,287953.97,4,2
31,287953.96,4,2
0,286694.90,8,2
1,286694.41,8,2
2,286694.40,8,2
3,286694.45,8,2
4,286694.43,8,2
5,286694.38,8,2
6,286694.41,8,2
7,286694.42,8,2
8,286694.34,8,2
9,286694.36,8,2
10,286694.39,8,2
11,286694.44,8,2
12,286694.40,8,2
13,286694.51,8,2
14,286694.48,8,2
15,286694.48,8,2
16,286694.52,8,2
17,286694.51,8,2
18,286694.55,8,2
19,286694.60,8,2
20,286694.62,8,2
21,286694.66,8,2
22,286694.66,8,2
23,286694.69,8,2
24,286694.68,8,2
25,286694.70,8,2
26,286694.72,8,2
27,286694.77,8,2
28,286694.78,8,2
29,286694.80,8,2
30,286694.87,8,2
31,286694.86,8,2
0,276712.84,16,2
1,276713.09,16,2
2,276713.05,16,2
3,276713.04,16,2
4,276713.02,16,2
5,276713.04,16,2
6,276712.98,16,2
7,276713.03,16,2
8,276713.03,16,2
9,276712.99,16,2
10,276712.97,16,2
11,276712.95,16,2
12,276712.95,16,2
13,276712.96,16,2
14,276712.97,16,2
15,276712.96,16,2
16,276712.96,16,2
17,276712.96,16,2
18,276712.95,16,2
19,276712.94,16,2
20,276712.96,16,2
21,276712.95,16,2
22,276712.95,16,2
23,276712.95,16,2
24,276712.94,16,2
25,276712.88,16,2
26,276712.95,16,2
27,276712.96,16,2
28,276712.95,16,2
29,276712.95,16,2
30,276712.96,16,2
31,276712.94,16,2
0,284311.23,32,2
1,284311.41,32,2
2,284311.45,32,2
3,284311.42,32,2
4,284311.37,32,2
5,284311.41,32,2
6,284311.43,32,2
7,284311.44,32,2
8,284311.41,32,2
9,284311.40,32,2
10,284311.39,32,2
11,284311.34,32,2
12,284311.27,32,2
13,284311.33,32,2
14,284311.30,32,2
15,284311.28,32,2
16,284311.32,32,2
17,284311.30,32,2
18,284311.31,32,2
19,284311.30,32,2
20,284311.31,32,2
21,284311.31,32,2
22,284311.32,32,2
23,284311.31,32,2
24,284311.30,32,2
25,284311.30,32,2
26,284311.32,32,2
27,284311.30,32,2
28,284311.28,32,2
29,284311.28,32,2
30,284311.32,32,2
31,284311.32,32,2
0,281913.65,64,2
1,281913.72,64,2
2,281913.76,64,2
3,281913.78,64,2
4,281913.79,64,2
5,281913.81,64,2
6,281913.80,64,2
7,281913.83,64,2
8,281913.81,64,2
9,281913.82,64,2
10,281913.82,64,2
11,281913.83,64,2
12,281913.78,64,2
13,281913.83,64,2
14,281913.83,64,2
15,281913.85,64,2
16,281913.84,64,2
17,281913.83,64,2
18,281913.83,64,2
19,281913.83,64,2
20,281913.82,64,2
21,281913.83,64,2
22,281913.83,64,2
23,281913.84,64,2
24,281913.82,64,2
25,281913.82,64,2
26,281913.82,64,2
27,281913.83,64,2
28,281913.81,64,2
29,281913.83,64,2
30,281913.82,64,2
31,281913.82,64,2
0,276803.99,128,2
1,276804.20,128,2
2,276804.18,128,2
3,276804.23,128,2
4,276804.19,128,2
5,276804.25,128,2
6,276804.15,128,2
7,276804.24,128,2
8,276804.23,128,2
9,276804.22,128,2
10,276804.20,128,2
11,276804.20,128,2
12,276804.19,128,2
13,276804.18,128,2
14,276804.24,128,2
15,276804.19,128,2
16,276804.20,128,2
17,276804.17,128,2
18,276804.20,128,2
19,276804.22,128,2
20,276804.23,128,2
21,276804.20,128,2
22,276804.21,128,2
23,276804.22,128,2
24,276804.21,128,2
25,276804.22,128,2
26,276804.22,128,2
27,276804.22,128,2
28,276804.21,128,2
29,276804.19,128,2
30,276804.25,128,2
31,276804.20,128,2
0,254930.70,256,2
1,254930.55,256,2
2,254930.69,256,2
3,254930.69,256,2
4,254930.70,256,2
5,254930.72,256,2
6,254930.67,256,2
7,254930.78,256,2
8,254930.77,256,2
9,254930.74,256,2
10,254930.75,256,2
11,254930.74,256,2
12,254930.73,256,2
13,254930.78,256,2
14,254930.75,256,2
15,254930.74,256,2
16,254930.74,256,2
17,254930.75,256,2
18,254930.69,256,2
19,254930.79,256,2
20,254930.79,256,2
21,254930.74,256,2
22,254930.74,256,2
23,254930.78,256,2
24,254930.74,256,2
25,254930.74,256,2
26,254930.72,256,2
27,254930.73,256,2
28,254930.75,256,2
29,254930.78,256,2
30,254930.78,256,2
31,254930.75,256,2
0,244673.12,512,2
1,244673.14,512,2
2,244673.20,512,2
3,244673.14,512,2
4,244673.24,512,2
5,244673.28,512,2
6,244673.16,512,2
7,244673.25,512,2
8,244673.16,512,2
9,244673.23,512,2
10,244673.16,512,2
11,244673.13,512,2
12,244673.25,512,2
13,244673.27,512,2
14,244673.13,512,2
15,244673.25,512,2
16,244673.16,512,2
17,244673.26,512,2
18,244673.15,512,2
19,244673.25,512,2
20,244673.27,512,2
21,244673.25,512,2
22,244673.26,512,2
23,244673.14,512,2
24,244673.23,512,2
25,244673.26,512,2
26,244673.27,512,2
27,244673.24,512,2
28,244673.16,512,2
29,244673.26,512,2
30,244673.15,512,2
31,244673.16,512,2
0,212496.63,1024,2
1,212496.82,1024,2
2,212496.79,1024,2
3,212496.78,1024,2
4,212496.81,1024,2
5,212496.81,1024,2
6,212496.82,1024,2
7,212496.68,1024,2
8,212496.66,1024,2
9,212496.64,1024,2
10,212496.79,1024,2
11,212496.79,1024,2
12,212496.79,1024,2
13,212496.64,1024,2
14,212496.64,1024,2
15,212496.78,1024,2
16,212496.79,1024,2
17,212496.64,1024,2
18,212496.64,1024,2
19,212496.63,1024,2
20,212496.78,1024,2
21,212496.64,1024,2
22,212496.64,1024,2
23,212496.64,1024,2
24,212496.64,1024,2
25,212496.63,1024,2
26,212496.64,1024,2
27,212496.78,1024,2
28,212496.63,1024,2
29,212496.77,1024,2
30,212496.78,1024,2
31,212496.63,1024,2
0,158867.69,2048,2
1,158867.72,2048,2
2,158867.73,2048,2
3,158867.90,2048,2
4,158867.94,2048,2
5,158867.91,2048,2
6,158867.92,2048,2
7,158867.74,2048,2
8,158867.92,2048,2
9,158867.75,2048,2
10,158867.91,2048,2
11,158867.91,2048,2
12,158867.91,2048,2
13,158867.92,2048,2
14,158867.91,2048,2
15,158867.75,2048,2
16,158867.75,2048,2
17,158867.90,2048,2
18,158867.74,2048,2
19,158867.74,2048,2
20,158867.74,2048,2
21,158867.90,2048,2
22,158867.75,2048,2
23,158867.77,2048,2
24,158867.74,2048,2
25,158867.75,2048,2
26,158867.91,2048,2
27,158867.75,2048,2
28,158867.75,2048,2
29,158867.91,2048,2
30,158867.90,2048,2
31,158867.91,2048,2
0,104630.05,4096,2
1,104630.08,4096,2
2,104630.23,4096,2
3,104630.24,4096,2
4,104630.08,4096,2
5,104630.08,4096,2
6,104630.09,4096,2
7,104630.23,4096,2
8,104630.09,4096,2
9,104630.23,4096,2
10,104630.21,4096,2
11,104630.08,4096,2
12,104630.08,4096,2
13,104630.23,4096,2
14,104630.22,4096,2
15,104630.22,4096,2
16,104630.22,4096,2
17,104630.22,4096,2
18,104630.08,4096,2
19,104630.23,4096,2
20,104630.08,4096,2
21,104630.23,4096,2
22,104630.22,4096,2
23,104630.22,4096,2
24,104630.23,4096,2
25,104630.08,4096,2
26,104630.08,4096,2
27,104630.23,4096,2
28,104630.09,4096,2
29,104630.09,4096,2
30,104630.07,4096,2
31,104630.07,4096,2
0,64863.41,8192,2
1,64863.44,8192,2
2,64863.44,8192,2
3,64863.31,8192,2
4,64863.43,8192,2
5,64863.32,8192,2
6,64863.32,8192,2
7,64863.31,8192,2
8,64863.43,8192,2
9,64863.32,8192,2
10,64863.33,8192,2
11,64863.43,8192,2
12,64863.43,8192,2
13,64863.43,8192,2
14,64863.43,8192,2
15,64863.32,8192,2
16,64863.43,8192,2
17,64863.32,8192,2
18,64863.43,8192,2
19,64863.43,8192,2
20,64863.32,8192,2
21,64863.32,8192,2
22,64863.43,8192,2
23,64863.43,8192,2
24,64863.32,8192,2
25,64863.43,8192,2
26,64863.44,8192,2
27,64863.43,8192,2
28,64863.32,8192,2
29,64863.32,8192,2
30,64863.43,8192,2
31,64863.32,8192,2
0,36488.13,16384,2
1,36488.21,16384,2
2,36488.21,16384,2
3,36488.14,16384,2
4,36488.21,16384,2
5,36488.21,16384,2
6,36488.14,16384,2
7,36488.14,16384,2
8,36488.21,16384,2
9,36488.20,16384,2
10,36488.21,16384,2
11,36488.21,16384,2
12,36488.21,16384,2
13,36488.14,16384,2
14,36488.14,16384,2
15,36488.14,16384,2
16,36488.13,16384,2
17,36488.21,16384,2
18,36488.20,16384,2
19,36488.13,16384,2
20,36488.14,16384,2
21,36488.21,16384,2
22,36488.14,16384,2
23,36488.20,16384,2
24,36488.14,16384,2
25,36488.21,16384,2
26,36488.14,16384,2
27,36488.20,16384,2
28,36488.21,16384,2
29,36488.14,16384,2
30,36488.20,16384,2
31,36488.21,16384,2
0,561776.52,1,4
1,561776.44,1,4
2,561776.43,1,4
3,561776.41,1,4
4,561776.39,1,4
5,561776.38,1,4
6,561776.10,1,4
7,561776.41,1,4
8,561776.44,1,4
9,561776.44,1,4
10,561776.45,1,4
11,561776.47,1,4
12,561776.43,1,4
13,561776.43,1,4
14,561776.42,1,4
15,561776.46,1,4
16,561776.44,1,4
17,561776.48,1,4
18,561776.46,1,4
19,561776.47,1,4
20,561776.44,1,4
21,561776.45,1,4
22,561776.45,1,4
23,561776.46,1,4
24,561776.43,1,4
25,561776.47,1,4
26,561776.45,1,4
27,561776.45,1,4
28,561776.50,1,4
29,561776.46,1,4
30,561776.46,1,4
31,561776.45,1,4
0,556630.20,2,4
1,556630.35,2,4
2,556630.23,2,4
3,556630.20,2,4
4,556630.25,2,4
5,556630.22,2,4
6,556630.15,2,4
7,556630.14,2,4
8,556630.15,2,4
9,556630.14,2,4
10,556630.19,2,4
11,556630.19,2,4
12,556630.14,2,4
13,556630.14,2,4
14,556630.13,2,4
15,556630.11,2,4
16,556630.14,2,4
17,556630.14,2,4
18,556630.15,2,4
19,556630.12,2,4
20,556630.13,2,4
21,556630.14,2,4
22,556630.15,2,4
23,556630.11,2,4
24,556630.12,2,4
25,556630.15,2,4
26,556630.16,2,4
27,556630.15,2,4
28,556630.19,2,4
29,556630.14,2,4
30,556630.11,2,4
31,556630.05,2,4
0,574944.55,8,4
1,574945.90,8,4
2,574945.92,8,4
3,574945.84,8,4
4,574945.88,8,4
5,574945.91,8,4
6,574945.80,8,4
7,574945.88,8,4
8,574945.92,8,4
9,574945.93,8,4
10,574945.95,8,4
11,574945.92,8,4
12,574945.85,8,4
13,574945.80,8,4
14,574945.78,8,4
15,574945.71,8,4
16,574945.68,8,4
17,574945.68,8,4
18,574945.58,8,4
19,574945.56,8,4
20,574945.54,8,4
21,574945.45,8,4
22,574945.44,8,4
23,574945.39,8,4
24,574945.31,8,4
25,574945.18,8,4
26,574945.28,8,4
27,574945.18,8,4
28,574945.12,8,4
29,574944.99,8,4
30,574945.04,8,4
31,574944.88,8,4
0,486869.65,16,4
1,486869.07,16,4
2,486869.14,16,4
3,486869.10,16,4
4,486869.12,16,4
5,486869.17,16,4
6,486869.20,16,4
7,486869.20,16,4
8,486869.21,16,4
9,486869.20,16,4
10,486869.22,16,4
11,486869.21,16,4
12,486869.24,16,4
13,486869.27,16,4
14,486869.29,16,4
15,486869.35,16,4
16,486869.38,16,4
17,486869.40,16,4
18,486869.45,16,4
19,486869.45,16,4
20,486869.49,16,4
21,486869.55,16,4
22,486869.56,16,4
23,486869.57,16,4
24,486869.62,16,4
25,486869.66,16,4
26,486869.73,16,4
27,486869.70,16,4
28,486869.76,16,4
29,486869.78,16,4
30,486869.80,16,4
31,486869.85,16,4
0,544304.68,32,4
1,544305.73,32,4
2,544305.73,32,4
3,544305.78,32,4
4,544305.77,32,4
5,544305.84,32,4
6,544305.89,32,4
7,544305.93,32,4
8,544305.91,32,4
9,544305.93,32,4
10,544305.92,32,4
11,544305.64,32,4
12,544305.75,32,4
13,544305.82,32,4
14,544305.75,32,4
15,544305.73,32,4
16,544305.64,32,4
17,544305.63,32,4
18,544305.46,32,4
19,544305.58,32,4
20,544305.43,32,4
21,544305.47,32,4
22,544305.44,32,4
23,544305.25,32,4
24,544305.29,32,4
25,544305.36,32,4
26,544305.29,32,4
27,544305.26,32,4
28,544305.21,32,4
29,544305.17,32,4
30,544305.11,32,4
31,544305.04,32,4
0,542429.44,64,4
1,542430.59,64,4
2,542430.51,64,4
3,542430.45,64,4
4,542430.51,64,4
5,542430.49,64,4
6,542430.53,64,4
7,542430.46,64,4
8,542430.51,64,4
9,542430.54,64,4
10,542430.55,64,4
11,542430.52,64,4
12,542430.46,64,4
13,542430.43,64,4
14,542430.44,64,4
15,542430.38,64,4
16,542430.34,64,4
17,542430.24,64,4
18,542430.16,64,4
19,542430.21,64,4
20,542430.18,64,4
21,542430.08,64,4
22,542430.07,64,4
23,542430.07,64,4
24,542429.95,64,4
25,542429.96,64,4
26,542429.87,64,4
27,542429.88,64,4
28,542429.81,64,4
29,542429.78,64,4
30,542429.77,64,4
31,542429.68,64,4
0,513902.49,128,4
1,513902.94,128,4
2,513902.90,128,4
3,513902.85,128,4
4,513902.80,128,4
5,513902.92,128,4
6,513902.89,128,4
7,513902.97,128,4
8,513902.97,128,4
9,513902.84,128,4
10,513902.86,128,4
11,513902.88,128,4
12,513902.93,128,4
13,513902.94,128,4
14,513902.95,128,4
15,513902.96,128,4
16,513902.96,128,4
17,513902.96,128,4
18,513902.81,128,4
19,513902.82,128,4
20,513902.86,128,4
21,513902.83,128,4
22,513902.86,128,4
23,513902.84,128,4
24,513902.90,128,4
25,513902.96,128,4
26,513902.86,128,4
27,513902.96,128,4
28,513902.82,128,4
29,513902.93,128,4
30,513902.87,128,4
31,513902.79,128,4
0,479159.25,256,4
1,479159.62,256,4
2,479159.68,256,4
3,479159.49,256,4
4,479159.52,256,4
5,479159.70,256,4
6,479159.67,256,4
7,479159.65,256,4
8,479159.47,256,4
9,479159.42,256,4
10,479159.60,256,4
11,479159.57,256,4
12,479159.55,256,4
13,479159.41,256,4
14,479159.55,256,4
15,479159.39,256,4
16,479159.39,256,4
17,479159.58,256,4
18,479159.40,256,4
19,479159.60,256,4
20,479159.60,256,4
21,479159.58,256,4
22,479159.60,256,4
23,479159.43,256,4
24,479159.50,256,4
25,479159.39,256,4
26,479159.42,256,4
27,479159.60,256,4
28,479159.57,256,4
29,479159.59,256,4
30,479159.39,256,4
31,479159.56,256,4
0,417141.78,512,4
1,417142.30,512,4
2,417142.29,512,4
3,417142.33,512,4
4,417142.03,512,4
5,417142.09,512,4
6,417142.07,512,4
7,417142.26,512,4
8,417142.32,512,4
9,417142.01,512,4
10,417141.98,512,4
11,417142.26,512,4
12,417142.21,512,4
13,417141.91,512,4
14,417141.93,512,4
15,417142.17,512,4
16,417142.15,512,4
17,417142.17,512,4
18,417141.85,512,4
19,417141.87,512,4
20,417141.89,512,4
21,417142.13,512,4
22,417142.15,512,4
23,417142.17,512,4
24,417142.16,512,4
25,417142.16,512,4
26,417142.15,512,4
