pe_id,throughput,data_size,epoch_size
1,1563537.36,1024,64
0,614670.84,2048,64
1,614676.51,2048,64
0,308380.09,4096,64
1,308382.97,4096,64
0,154623.34,8192,64
1,154624.81,8192,64
0,114331.42,16384,64
1,114332.52,16384,64
0,6928896.39,1,128
1,6928904.02,1,128
0,6706460.19,2,128
1,6706467.72,2,128
0,6926595.02,4,128
1,6926604.55,4,128
0,6936417.19,8,128
1,6936426.64,8,128
0,6704624.24,16,128
1,6704636.39,16,128
0,6845544.77,32,128
1,6845564.02,32,128
0,6840643.21,64,128
1,6840669.82,64,128
0,6587056.17,128,128
1,6587108.61,128,128
0,5742691.01,256,128
1,5742737.06,256,128
0,2358727.48,512,128
1,2358741.57,512,128
0,1230529.41,1024,128
1,1230541.08,1024,128
0,613476.97,2048,128
1,613482.87,2048,128
0,309117.08,4096,128
1,309120.07,4096,128
0,227394.06,8192,128
1,227396.29,8192,128
0,77155.25,16384,128
1,77156.02,16384,128
0,7053859.23,1,256
1,7053861.16,1,256
0,7336258.76,2,256
1,7336261.63,2,256
0,7338322.70,4,256
1,7338329.42,4,256
0,7338684.38,8,256
1,7338692.37,8,256
0,7338297.45,16,256
1,7338309.65,16,256
0,7003322.77,32,256
1,7003337.42,32,256
0,6999207.76,64,256
1,6999238.44,64,256
0,7033838.35,128,256
1,7033892.52,128,256
0,5755388.79,256,256
1,5755434.95,256,256
0,2459990.11,512,256
1,2460006.68,512,256
0,1233444.88,1024,256
1,1233457.01,1024,256
0,617041.59,2048,256
1,617045.70,2048,256
0,308477.41,4096,256
1,308480.53,4096,256
0,154483.15,8192,256
1,154483.66,8192,256
0,77346.27,16384,256
1,77346.64,16384,256
0,7247497.96,1,512
1,7247527.27,1,512
0,7566739.73,2,512
1,7566770.33,2,512
0,7564759.51,4,512
1,7564790.41,4,512
0,7244443.80,8,512
1,7244474.70,8,512
0,7248630.71,16,512
1,7248664.80,16,512
0,7478399.78,32,512
1,7478442.05,32,512
0,7478945.02,64,512
1,7478994.79,64,512
0,7126818.32,128,512
1,7126885.64,128,512
0,4915492.47,256,512
1,4915556.44,256,512
0,2471487.10,512,512
1,2471511.33,512,512
0,1231933.57,1024,512
1,1231949.48,1024,512
0,614111.67,2048,512
1,614119.43,2048,512
0,308032.48,4096,512
1,308035.29,4096,512
0,226535.63,8192,512
1,226538.28,8192,512
0,77185.79,16384,512
1,77186.64,16384,512
0,7685064.69,1,1024
1,7685071.82,1,1024
0,7684053.95,2,1024
1,7684062.01,2,1024
0,7685021.62,4,1024
1,7685029.92,4,1024
0,7349248.51,8,1024
1,7349258.27,8,1024
0,7349667.42,16,1024
1,7349680.11,16,1024
0,7602317.20,32,1024
1,7602336.72,32,1024
0,7301447.48,64,1024
1,7301482.31,64,1024
0,7401719.67,128,1024
1,7401762.79,128,1024
0,4928541.92,256,1024
1,4928593.48,256,1024
0,2478562.24,512,1024
1,2478580.38,512,1024
0,1229977.84,1024,1024
1,1229990.76,1024,1024
0,607939.00,2048,1024
1,607945.07,2048,1024
0,307114.18,4096,1024
1,307117.17,4096,1024
0,227047.95,8192,1024
1,227049.69,8192,1024
0,76921.85,16384,1024
1,76922.49,16384,1024
0,423303.27,1,1
1,423304.13,1,1
2,423304.02,1,1
3,423304.17,1,1
0,424542.81,2,1
1,424543.37,2,1
2,424543.32,2,1
3,424543.35,2,1
0,424843.74,4,1
1,424844.47,4,1
2,424844.26,4,1
3,424844.36,4,1
0,425384.72,8,1
1,425385.53,8,1
2,425385.74,8,1
3,425385.54,8,1
0,422748.74,16,1
1,422750.08,16,1
2,422749.99,16,1
3,422749.90,16,1
0,422173.53,32,1
1,422174.09,32,1
2,422174.21,32,1
3,422174.32,32,1
0,427814.52,64,1
1,427815.65,64,1
2,427815.89,64,1
3,427815.84,64,1
0,414220.40,128,1
1,414221.27,128,1
2,414221.20,128,1
3,414221.12,128,1
0,391771.42,256,1
1,391772.71,256,1
2,391772.61,256,1
3,391772.59,256,1
0,367895.58,512,1
1,367896.84,512,1
2,367896.99,512,1
3,367896.87,512,1
0,334832.41,1024,1
1,334833.62,1024,1
2,334833.65,1024,1
3,334833.61,1024,1
0,280574.57,2048,1
1,280575.79,2048,1
2,280575.80,2048,1
3,280575.78,2048,1
0,208352.57,4096,1
1,208352.56,4096,1
2,208352.68,4096,1
3,208352.62,4096,1
0,135644.88,8192,1
1,135645.20,8192,1
2,135645.19,8192,1
3,135645.20,8192,1
0,72262.32,16384,1
1,72262.55,16384,1
2,72262.49,16384,1
3,72262.48,16384,1
0,805994.30,1,2
1,805997.34,1,2
2,805997.46,1,2
3,805997.42,1,2
0,821933.78,2,2
1,821935.47,2,2
2,821935.36,2,2
3,821935.48,2,2
0,817177.72,4,2
1,817179.30,4,2
2,817178.89,4,2
3,817178.89,4,2
0,807276.27,8,2
1,807277.72,8,2
2,807277.75,8,2
3,807278.06,8,2
0,800457.47,16,2
1,800458.73,16,2
2,800458.92,16,2
3,800458.55,16,2
0,799744.30,32,2
1,799746.67,32,2
2,799747.14,32,2
3,799746.74,32,2
0,774975.18,64,2
1,774977.19,64,2
2,774977.26,64,2
3,774977.25,64,2
0,750390.16,128,2
1,750391.87,128,2
2,750391.97,128,2
3,750392.15,128,2
0,640539.85,256,2
1,640541.98,256,2
2,640541.97,256,2
3,640542.20,256,2
0,613781.05,512,2
1,613783.60,512,2
2,613783.59,512,2
3,613783.67,512,2
0,549535.68,1024,2
1,549537.22,1024,2
2,549537.26,1024,2
3,549537.25,1024,2
0,415789.53,2048,2
1,415790.62,2048,2
2,415790.62,2048,2
3,415790.67,2048,2
0,270821.57,4096,2
1,270822.87,4096,2
2,270822.92,4096,2
3,270822.86,4096,2
0,143261.50,8192,2
1,143262.25,8192,2
2,143262.24,8192,2
3,143262.27,8192,2
0,72714.18,16384,2
1,72714.51,16384,2
2,72714.52,16384,2
3,72714.51,16384,2
0,1499019.27,1,4
1,1499023.99,1,4
2,1499023.96,1,4
3,1499024.38,1,4
0,1491319.53,2,4
1,1491323.95,2,4
2,1491324.09,2,4
3,1491323.57,2,4
0,1493905.08,4,4
1,1493909.31,4,4
2,1493909.32,4,4
3,1493909.16,4,4
0,1489488.11,8,4
1,1489492.56,8,4
2,1489492.05,8,4
3,1489492.05,8,4
0,1492807.92,16,4
1,1492813.22,16,4
2,1492813.07,16,4
3,1492813.16,16,4
0,1422816.21,32,4
1,1422821.66,32,4
2,1422821.27,32,4
3,1422820.92,32,4
0,1408699.13,64,4
1,1408700.25,64,4
2,1408700.95,64,4
3,1408700.78,64,4
0,1353320.77,128,4
1,1353325.62,128,4
2,1353325.84,128,4
3,1353326.30,128,4
0,1090610.43,256,4
1,1090613.25,256,4
2,1090613.18,256,4
3,1090613.29,256,4
0,966537.77,512,4
1,966539.69,512,4
2,966540.18,512,4
3,966539.88,512,4
0,870771.50,1024,4
1,870774.22,1024,4
2,870774.20,1024,4
3,870774.49,1024,4
0,552802.85,2048,4
1,552805.74,2048,4
2,552805.72,2048,4
3,552805.78,2048,4
0,285266.81,4096,4
1,285268.40,4096,4
2,285268.37,4096,4
3,285268.38,4096,4
0,146271.10,8192,4
1,146271.86,8192,4
2,146271.86,8192,4
3,146271.86,8192,4
0,74342.86,16384,4
1,74343.05,16384,4
2,74343.05,16384,4
3,74343.05,16384,4
0,2495792.76,1,8
1,2495796.85,1,8
2,2495796.87,1,8
3,2495796.95,1,8
0,2476871.64,2,8
1,2476876.16,2,8
2,2476875.96,2,8
3,2476875.63,2,8
0,2467707.13,4,8
1,2467712.48,4,8
2,2467712.45,4,8
3,2467711.59,4,8
0,2474399.59,8,8
1,2474405.51,8,8
2,2474404.74,8,8
3,2474404.57,8,8
0,2462745.57,16,8
1,2462752.11,16,8
2,2462751.92,16,8
3,2462751.70,16,8
0,2416869.54,32,8
1,2416874.71,32,8
2,2416874.11,32,8
3,2416873.99,32,8
0,2367399.68,64,8
1,2367407.06,64,8
2,2367405.39,64,8
3,2367405.54,64,8
0,2254417.15,128,8
1,2254424.45,128,8
2,2254423.98,128,8
3,2254424.13,128,8
0,1850648.72,256,8
1,1850658.42,256,8
2,1850657.80,256,8
3,1850658.11,256,8
0,1518695.77,512,8
1,1518706.48,512,8
2,1518706.42,512,8
3,1518706.45,512,8
0,1096549.93,1024,8
1,1096556.01,1024,8
2,1096555.98,1024,8
3,1096556.14,1024,8
0,572555.40,2048,8
1,572558.67,2048,8
2,572558.69,2048,8
3,572558.65,2048,8
0,291598.81,4096,8
1,291600.57,4096,8
2,291600.56,4096,8
3,291600.57,4096,8
0,148149.40,8192,8
1,148150.28,8192,8
2,148150.29,8192,8
3,148150.29,8192,8
0,75297.92,16384,8
1,75298.15,16384,8
2,75298.16,16384,8
3,75298.16,16384,8
0,3789761.31,1,16
1,3789785.96,1,16
2,3789785.54,1,16
3,3789785.94,1,16
0,3765652.70,2,16
1,3765669.18,2,16
2,3765669.16,2,16
3,3765669.26,2,16
0,3791572.11,4,16
1,3791596.27,4,16
2,3791596.02,4,16
3,3791595.85,4,16
0,3780035.62,8,16
1,3780059.30,8,16
2,3780059.60,8,16
3,3780059.41,8,16
0,3770488.74,16,16
1,3770512.66,16,16
2,3770512.81,16,16
3,3770512.67,16,16
0,3767700.80,32,16
1,3767727.36,32,16
2,3767727.67,32,16
3,3767728.82,32,16
0,3621112.04,64,16
1,3621139.29,64,16
2,3621139.75,64,16
3,3621140.35,64,16
0,3534774.26,128,16
1,3534803.13,128,16
2,3534802.68,128,16
3,3534802.83,128,16
0,2760765.68,256,16
1,2760779.63,256,16
2,2760780.14,256,16
3,2760779.86,256,16
0,2135595.93,512,16
1,2135618.06,512,16
2,2135618.19,512,16
3,2135617.89,512,16
0,1137778.79,1024,16
1,1137791.15,1024,16
2,1137791.02,1024,16
3,1137790.97,1024,16
0,586071.49,2048,16
1,586076.26,2048,16
2,586076.25,2048,16
3,586076.31,2048,16
0,298424.79,4096,16
1,298427.15,4096,16
2,298427.15,4096,16
3,298427.14,4096,16
0,150652.71,8192,16
1,150653.88,8192,16
2,150653.88,8192,16
3,150653.88,8192,16
0,77379.47,16384,16
1,77380.34,16384,16
2,77380.34,16384,16
3,77380.34,16384,16
0,5061879.34,1,32
1,5061902.58,1,32
2,5061902.76,1,32
3,5061902.66,1,32
0,5015673.98,2,32
1,5015695.62,2,32
2,5015695.18,2,32
3,5015695.44,2,32
0,5055801.89,4,32
1,5055824.20,4,32
2,5055823.97,4,32
3,5055824.73,4,32
0,5032719.23,8,32
1,5032738.36,8,32
2,5032739.36,8,32
3,5032739.29,8,32
0,5035630.16,16,32
1,5035655.42,16,32
2,5035655.83,16,32
3,5035655.23,16,32
0,4960123.18,32,32
1,4960147.39,32,32
2,4960146.94,32,32
3,4960147.26,32,32
0,4866655.07,64,32
1,4866685.77,64,32
2,4866686.78,64,32
3,4866686.35,64,32
0,4732871.25,128,32
1,4732910.58,128,32
2,4732910.20,128,32
3,4732909.96,128,32
0,4126012.82,256,32
1,4126056.75,256,32
2,4126057.26,256,32
3,4126057.63,256,32
0,2268164.56,512,32
1,2268188.22,512,32
2,2268188.05,512,32
3,2268188.11,512,32
0,1163618.39,1024,32
1,1163626.92,1024,32
2,1163626.95,1024,32
3,1163626.98,1024,32
0,788946.59,2048,32
1,788954.27,2048,32
2,788954.33,2048,32
3,788954.31,2048,32
0,307792.28,4096,32
1,307794.59,4096,32
2,307794.59,4096,32
3,307794.60,4096,32
0,154648.25,8192,32
1,154649.94,8192,32
2,154649.94,8192,32
3,154649.94,8192,32
0,77660.84,16384,32
1,77661.42,16384,32
2,77661.42,16384,32
3,77661.42,16384,32
0,6018103.78,1,64
1,6018122.24,1,64
2,6018121.34,1,64
3,6018120.18,1,64
0,6015485.30,2,64
1,6015501.66,2,64
2,6015501.84,2,64
3,6015501.34,2,64
0,5998817.43,4,64
1,5998836.19,4,64
2,5998835.19,4,64
3,5998836.12,4,64
0,6164788.51,8,64
1,6164807.63,8,64
2,6164808.38,8,64
3,6164808.73,8,64
0,6021531.31,16,64
1,6021551.17,16,64
2,6021551.62,16,64
3,6021551.58,16,64
0,5969734.08,32,64
1,5969757.13,32,64
2,5969755.84,32,64
3,5969756.63,32,64
0,5925818.74,64,64
1,5925854.73,64,64
2,5925853.36,64,64
3,5925853.78,64,64
0,5830072.34,128,64
1,5830115.68,128,64
2,5830115.68,128,64
3,5830115.08,128,64
0,4511987.78,256,64
1,4512026.21,256,64
2,4512025.43,256,64
3,4512025.60,256,64
0,2300845.73,512,64
1,2300867.28,512,64
2,2300867.65,512,64
3,2300867.53,512,64
0,1186837.13,1024,64
1,1186845.53,1024,64
2,1186845.54,1024,64
3,1186845.53,1024,64
0,612302.71,2048,64
1,612307.01,2048,64
2,612307.02,2048,64
3,612307.03,2048,64
0,309343.46,4096,64
1,309345.70,4096,64
2,309345.70,4096,64
3,309345.70,4096,64
0,155151.79,8192,64
1,155153.40,8192,64
2,155153.40,8192,64
3,155153.40,8192,64
0,77609.47,16384,64
1,77610.02,16384,64
2,77610.02,16384,64
3,77610.02,16384,64
0,6665141.38,1,128
1,6665151.01,1,128
2,6665150.36,1,128
3,6665150.81,1,128
0,6933541.53,2,128
1,6933551.46,2,128
2,6933550.98,2,128
3,6933551.50,2,128
0,6902549.95,4,128
1,6902561.80,4,128
2,6902561.83,4,128
3,6902562.28,4,128
0,6670242.10,8,128
1,6670252.80,8,128
2,6670253.57,8,128
3,6670253.13,8,128
0,6677238.06,16,128
1,6677252.63,16,128
2,6677252.65,16,128
3,6677253.58,16,128
0,6610201.26,32,128
1,6610218.86,32,128
2,6610219.09,32,128
3,6610218.75,32,128
0,6757266.48,64,128
1,6757300.10,64,128
2,6757299.22,64,128
3,6757299.36,64,128
0,6445983.48,128,128
1,6446030.87,128,128
2,6446030.66,128,128
3,6446030.90,128,128
0,4457720.53,256,128
1,4457762.08,256,128
2,4457762.00,256,128
3,4457762.17,256,128
0,2329809.45,512,128
1,2329830.93,512,128
2,2329830.95,512,128
3,2329830.99,512,128
0,1228740.88,1024,128
1,1228753.00,1024,128
2,1228752.99,1024,128
3,1228752.97,1024,128
0,616924.10,2048,128
1,616928.20,2048,128
2,616928.20,2048,128
3,616928.20,2048,128
0,154910.23,8192,128
1,154911.28,8192,128
2,154911.28,8192,128
3,154911.28,8192,128
0,77131.94,16384,128
1,77132.71,16384,128
2,77132.71,16384,128
3,77132.71,16384,128
0,7384228.07,1,256
1,7384232.65,1,256
2,7384233.20,1,256
3,7384233.03,1,256
0,7035388.20,2,256
1,7035392.78,2,256
2,7035392.93,2,256
3,7035392.89,2,256
0,7360380.42,4,256
1,7360385.90,4,256
2,7360386.12,4,256
3,7360386.09,4,256
0,7311881.63,8,256
1,7311888.95,8,256
2,7311888.92,8,256
3,7311888.66,8,256
0,7321530.31,16,256
1,7321539.57,16,256
2,7321539.87,16,256
3,7321539.81,16,256
0,7046338.03,32,256
1,7046348.72,32,256
2,7046348.86,32,256
3,7046348.51,32,256
0,6962236.76,64,256
1,6962265.39,64,256
2,6962265.09,64,256
3,6962265.45,64,256
0,6928411.39,128,256
1,6928442.73,128,256
2,6928442.57,128,256
3,6928442.76,128,256
0,4536739.08,256,256
1,4536778.61,256,256
2,4536778.55,256,256
3,4536778.63,256,256
0,2456597.31,512,256
1,2456620.54,512,256
2,2456620.53,512,256
3,2456620.56,512,256
0,1235150.57,1024,256
1,1235158.41,1024,256
2,1235158.41,1024,256
3,1235158.42,1024,256
0,616488.91,2048,256
1,616494.84,2048,256
2,616494.84,2048,256
3,616494.84,2048,256
0,309256.78,4096,256
1,309258.77,4096,256
2,309258.77,4096,256
3,309258.77,4096,256
0,154442.91,8192,256
1,154443.90,8192,256
2,154443.90,8192,256
3,154443.90,8192,256
0,77359.26,16384,256
1,77359.73,16384,256
2,77359.73,16384,256
3,77359.73,16384,256
0,7240545.06,1,512
1,7240542.57,1,512
2,7240542.60,1,512
3,7240542.55,1,512
0,7306987.97,2,512
1,7306987.21,2,512
2,7306987.09,2,512
3,7306987.32,2,512
0,7236175.88,4,512
1,7236173.69,4,512
2,7236173.88,4,512
3,7236173.83,4,512
0,7237296.71,8,512
1,7237296.12,8,512
2,7237296.16,8,512
3,7237296.05,8,512
0,7227268.15,16,512
1,7227271.08,16,512
2,7227271.22,16,512
3,7227271.22,16,512
0,7213190.54,32,512
1,7213198.03,32,512
2,7213198.12,32,512
3,7213198.10,32,512
0,7180570.41,64,512
1,7180589.55,64,512
2,7180589.36,64,512
3,7180589.49,64,512
0,7077109.90,128,512
1,7077154.95,128,512
2,7077155.05,128,512
3,7077154.76,128,512
0,4921958.84,256,512
1,4921988.29,256,512
2,4921988.33,256,512
3,4921988.28,256,512
0,2467442.78,512,512
1,2467465.30,512,512
2,2467465.29,512,512
3,2467465.31,512,512
0,1235325.15,1024,512
1,1235340.33,1024,512
2,1235340.33,1024,512
3,1235340.32,1024,512
0,614513.78,2048,512
1,614521.41,2048,512
2,614521.42,2048,512
3,614521.41,2048,512
0,307046.36,4096,512
1,307050.02,4096,512
2,307050.02,4096,512
3,307050.02,4096,512
0,154083.06,8192,512
1,154084.53,8192,512
2,154084.53,8192,512
3,154084.53,8192,512
0,77065.83,16384,512
1,77066.21,16384,512
2,77066.21,16384,512
3,77066.21,16384,512
0,7422695.53,1,1024
1,7422687.80,1,1024
2,7422687.88,1,1024
3,7422687.82,1,1024
0,7787764.73,2,1024
1,7787757.39,2,1024
2,7787757.35,2,1024
3,7787757.38,2,1024
0,7345762.66,4,1024
1,7345756.20,4,1024
2,7345756.32,4,1024
3,7345756.30,4,1024
0,7341054.22,8,1024
1,7341049.51,8,1024
2,7341049.54,8,1024
3,7341049.50,8,1024
0,7420062.35,16,1024
1,7420061.67,16,1024
2,7420061.71,16,1024
3,7420061.59,16,1024
0,7334578.30,32,1024
1,7334583.69,32,1024
2,7334583.70,32,1024
3,7334583.71,32,1024
0,7287080.57,64,1024
1,7287101.09,64,1024
2,7287101.22,64,1024
3,7287101.05,64,1024
0,7241110.21,128,1024
1,7241136.14,128,1024
2,7241136.17,128,1024
3,7241136.20,128,1024
0,4947151.16,256,1024
1,4947178.41,256,1024
2,4947178.43,256,1024
3,4947178.44,256,1024
0,2474872.02,512,1024
1,2474885.55,512,1024
2,2474885.54,512,1024
3,2474885.55,512,1024
0,1230391.31,1024,1024
1,1230402.12,1024,1024
2,1230402.12,1024,1024
3,1230402.12,1024,1024
0,607978.98,2048,1024
1,607984.40,2048,1024
2,607984.40,2048,1024
3,607984.40,2048,1024
0,306999.06,4096,1024
1,307001.80,4096,1024
2,307001.80,4096,1024
3,307001.80,4096,1024
0,153626.42,8192,1024
1,153627.58,8192,1024
2,153627.58,8192,1024
3,153627.58,8192,1024
0,76457.04,16384,1024
1,76457.89,16384,1024
2,76457.89,16384,1024
3,76457.89,16384,1024
0,377291.61,1,1
1,377294.11,1,1
2,377294.14,1,1
3,377294.13,1,1
4,377294.13,1,1
5,377294.11,1,1
6,377294.11,1,1
7,377294.13,1,1
0,384240.65,2,1
1,384242.96,2,1
2,384243.00,2,1
3,384242.99,2,1
4,384243.02,2,1
5,384243.00,2,1
