op_type,size
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,32
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,3200000
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,28
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,2800000
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,24
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,2400000
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,20
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,2000000
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,16
BARRIER,0
BARRIER,0
PUT,96
BARRIER,0
